Type,id,location,integer_decisions,transforms--timedata,transforms--constraints--BalanceConstraint,transforms--fuel_consumption,transforms--emission_rate,transforms--capture_rate,transforms--startup_fuel_consumption,edges--elec_edge--commodity,edges--elec_edge--end_vertex,edges--elec_edge--has_capacity,edges--elec_edge--can_expand,edges--elec_edge--can_retire,edges--elec_edge--existing_capacity,edges--elec_edge--min_capacity,edges--elec_edge--capacity_size,edges--elec_edge--investment_cost,edges--elec_edge--fixed_om_cost,edges--elec_edge--variable_om_cost,edges--elec_edge--startup_cost,edges--elec_edge--wacc,edges--elec_edge--lifetime,edges--elec_edge--capital_recovery_period,edges--elec_edge--min_flow_fraction,edges--elec_edge--ramp_up_fraction,edges--elec_edge--ramp_down_fraction,edges--elec_edge--min_up_time,edges--elec_edge--min_down_time,edges--elec_edge--constraints--CapacityConstraint,edges--elec_edge--constraints--RampingLimitConstraint,edges--elec_edge--constraints--MinFlowConstraint,edges--elec_edge--constraints--MinUpTimeConstraint,edges--elec_edge--constraints--MinDownTimeConstraint,edges--elec_edge--uc,edges--fuel_edge--commodity,edges--fuel_edge--start_vertex,edges--fuel_edge--has_capacity,edges--fuel_edge--constraints--BalanceConstraint,edges--co2_edge--commodity,edges--co2_edge--end_vertex,edges--co2_edge--has_capacity,edges--co2_captured_edge--commodity,edges--co2_captured_edge--end_vertex,edges--co2_captured_edge--has_capacity,edges--elec_edge--constraints--MaxNewCapacityConstraint,edges--elec_edge--constraints--MinCapacityConstraint
ThermalPowerCCS,Region1Beijing_CoalPowerCCS,Region1Beijing,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region1Beijing,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region1Beijing,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region1Beijing,FALSE,FALSE,TRUE
ThermalPowerCCS,Region2Tianjin_CoalPowerCCS,Region2Tianjin,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region2Tianjin,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region2Tianjin,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region2Tianjin,FALSE,FALSE,TRUE
ThermalPowerCCS,Region3Hebei_CoalPowerCCS,Region3Hebei,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region3Hebei,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region3Hebei,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region3Hebei,FALSE,FALSE,TRUE
ThermalPowerCCS,Region4Shanxi_CoalPowerCCS,Region4Shanxi,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region4Shanxi,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region4Shanxi,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region4Shanxi,FALSE,FALSE,TRUE
ThermalPowerCCS,Region5Innermongolia_CoalPowerCCS,Region5Innermongolia,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region5Innermongolia,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region5Innermongolia,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region5Innermongolia,FALSE,FALSE,TRUE
ThermalPowerCCS,Region6Liaoning_CoalPowerCCS,Region6Liaoning,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region6Liaoning,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region6Liaoning,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region6Liaoning,FALSE,FALSE,TRUE
ThermalPowerCCS,Region7Jilin_CoalPowerCCS,Region7Jilin,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region7Jilin,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region7Jilin,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region7Jilin,FALSE,FALSE,TRUE
ThermalPowerCCS,Region8Heilongjiang_CoalPowerCCS,Region8Heilongjiang,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region8Heilongjiang,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region8Heilongjiang,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region8Heilongjiang,FALSE,FALSE,TRUE
ThermalPowerCCS,Region9Shanghai_CoalPowerCCS,Region9Shanghai,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region9Shanghai,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region9Shanghai,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region9Shanghai,FALSE,FALSE,TRUE
ThermalPowerCCS,Region10Jiangsu_CoalPowerCCS,Region10Jiangsu,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region10Jiangsu,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region10Jiangsu,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region10Jiangsu,FALSE,FALSE,TRUE
ThermalPowerCCS,Region11Zhejiang_CoalPowerCCS,Region11Zhejiang,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region11Zhejiang,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region11Zhejiang,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region11Zhejiang,FALSE,FALSE,TRUE
ThermalPowerCCS,Region12Anhui_CoalPowerCCS,Region12Anhui,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region12Anhui,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region12Anhui,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region12Anhui,FALSE,FALSE,TRUE
ThermalPowerCCS,Region13Fujian_CoalPowerCCS,Region13Fujian,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region13Fujian,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region13Fujian,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region13Fujian,FALSE,FALSE,TRUE
ThermalPowerCCS,Region14Jiangxi_CoalPowerCCS,Region14Jiangxi,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region14Jiangxi,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region14Jiangxi,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region14Jiangxi,FALSE,FALSE,TRUE
ThermalPowerCCS,Region15Shandong_CoalPowerCCS,Region15Shandong,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region15Shandong,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region15Shandong,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region15Shandong,FALSE,FALSE,TRUE
ThermalPowerCCS,Region16Henan_CoalPowerCCS,Region16Henan,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region16Henan,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region16Henan,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region16Henan,FALSE,FALSE,TRUE
ThermalPowerCCS,Region17Hubei_CoalPowerCCS,Region17Hubei,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region17Hubei,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region17Hubei,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region17Hubei,FALSE,FALSE,TRUE
ThermalPowerCCS,Region18Hunan_CoalPowerCCS,Region18Hunan,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region18Hunan,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region18Hunan,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region18Hunan,FALSE,FALSE,TRUE
ThermalPowerCCS,Region19Guangdong_CoalPowerCCS,Region19Guangdong,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region19Guangdong,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region19Guangdong,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region19Guangdong,FALSE,FALSE,TRUE
ThermalPowerCCS,Region20Guangxi_CoalPowerCCS,Region20Guangxi,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region20Guangxi,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region20Guangxi,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region20Guangxi,FALSE,FALSE,TRUE
ThermalPowerCCS,Region21Hainan_CoalPowerCCS,Region21Hainan,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region21Hainan,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region21Hainan,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region21Hainan,FALSE,FALSE,TRUE
ThermalPowerCCS,Region22Chongqing_CoalPowerCCS,Region22Chongqing,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region22Chongqing,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region22Chongqing,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region22Chongqing,FALSE,FALSE,TRUE
ThermalPowerCCS,Region23Sichuan_CoalPowerCCS,Region23Sichuan,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region23Sichuan,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region23Sichuan,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region23Sichuan,FALSE,FALSE,TRUE
ThermalPowerCCS,Region24Guizhou_CoalPowerCCS,Region24Guizhou,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region24Guizhou,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region24Guizhou,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region24Guizhou,FALSE,FALSE,TRUE
ThermalPowerCCS,Region25Yunnan_CoalPowerCCS,Region25Yunnan,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region25Yunnan,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region25Yunnan,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region25Yunnan,FALSE,FALSE,TRUE
ThermalPowerCCS,Region26Tibet_CoalPowerCCS,Region26Tibet,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region26Tibet,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region26Tibet,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region26Tibet,FALSE,FALSE,TRUE
ThermalPowerCCS,Region27Shaanxi_CoalPowerCCS,Region27Shaanxi,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region27Shaanxi,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region27Shaanxi,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region27Shaanxi,FALSE,FALSE,TRUE
ThermalPowerCCS,Region28Gansu_CoalPowerCCS,Region28Gansu,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region28Gansu,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region28Gansu,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region28Gansu,FALSE,FALSE,TRUE
ThermalPowerCCS,Region29Qinghai_CoalPowerCCS,Region29Qinghai,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region29Qinghai,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region29Qinghai,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region29Qinghai,FALSE,FALSE,TRUE
ThermalPowerCCS,Region30Ningxia_CoalPowerCCS,Region30Ningxia,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region30Ningxia,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region30Ningxia,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region30Ningxia,FALSE,FALSE,TRUE
ThermalPowerCCS,Region31Xinjiang_CoalPowerCCS,Region31Xinjiang,FALSE,Electricity,TRUE,3.125,0.0328,0.2952,0,Electricity,elec_Region31Xinjiang,TRUE,TRUE,TRUE,0,0,200,972222.22,24305.56,8.055556,152.777778,0.08,40,40,0.5,0.25,0.25,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Coal,coal_Region31Xinjiang,FALSE,FALSE,CO2,co2_sink_national_period1,FALSE,CO2Captured,co2captured_Region31Xinjiang,FALSE,FALSE,TRUE
