Type,id,location,edges--transmission_edge--commodity,edges--transmission_edge--has_capacity,edges--transmission_edge--can_expand,edges--transmission_edge--can_retire,edges--transmission_edge--integer_decisions,edges--transmission_edge--constraints--CapacityConstraint,edges--transmission_edge--start_vertex,edges--transmission_edge--end_vertex,edges--transmission_edge--distance,edges--transmission_edge--existing_capacity,edges--transmission_edge--investment_cost,edges--transmission_edge--fixed_om_cost,edges--transmission_edge--variable_om_cost,edges--transmission_edge--wacc,edges--transmission_edge--lifetime,edges--transmission_edge--capital_recovery_period,edges--transmission_edge--loss_fraction
OneWayTransmissionLink,Region12Anhui_to_Hehuai_CO2_Pipeline,Region12Anhui,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region12Anhui,co2_transported_Region12Anhui_to_Hehuai,1,0,0.000678204,1.10E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region12Anhui_to_Region17Hubei_CO2_Pipeline,Region12Anhui,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region12Anhui,co2_transported_Region12Anhui_to_Region17Hubei,1,0,0.00072978,1.14E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region12Anhui_to_Region14Jiangxi_CO2_Pipeline,Region12Anhui,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region12Anhui,co2_transported_Region12Anhui_to_Region14Jiangxi,1,0,0.000837419,1.18E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region12Anhui_to_Region15Shandong_CO2_Pipeline,Region12Anhui,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region12Anhui,co2_transported_Region12Anhui_to_Region15Shandong,1,0,0.001136358,1.64E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region1Beijing_to_BohaiOnshore_CO2_Pipeline,Region1Beijing,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region1Beijing,co2_transported_Region1Beijing_to_BohaiOnshore,1,0,0.00053471,6.28E-06,0,0.08,25,15,0
OneWayTransmissionLink,Region1Beijing_to_Erlian_CO2_Pipeline,Region1Beijing,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region1Beijing,co2_transported_Region1Beijing_to_Erlian,1,0,0.000725423,1.46E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region1Beijing_to_Region3Hebei_CO2_Pipeline,Region1Beijing,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region1Beijing,co2_transported_Region1Beijing_to_Region3Hebei,1,0,0.000800347,9.64E-06,0,0.08,25,15,0
OneWayTransmissionLink,Region1Beijing_to_Region5Innermongolia_CO2_Pipeline,Region1Beijing,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region1Beijing,co2_transported_Region1Beijing_to_Region5Innermongolia,1,0,0.000802505,1.89E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region1Beijing_to_Region2Tianjin_CO2_Pipeline,Region1Beijing,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region1Beijing,co2_transported_Region1Beijing_to_Region2Tianjin,1,0,0.000385224,4.01E-06,0,0.08,25,15,0
OneWayTransmissionLink,Region22Chongqing_to_Region24Guizhou_CO2_Pipeline,Region22Chongqing,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region22Chongqing,co2_transported_Region22Chongqing_to_Region24Guizhou,1,0,0.000674825,9.98E-06,0,0.08,25,15,0
OneWayTransmissionLink,Region22Chongqing_to_Jianghan_CO2_Pipeline,Region22Chongqing,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region22Chongqing,co2_transported_Region22Chongqing_to_Jianghan,1,0,0.001317255,2.23E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region22Chongqing_to_Nanxiang_CO2_Pipeline,Region22Chongqing,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region22Chongqing,co2_transported_Region22Chongqing_to_Nanxiang,1,0,0.001508809,2.44E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region22Chongqing_to_Region27Shaanxi_CO2_Pipeline,Region22Chongqing,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region22Chongqing,co2_transported_Region22Chongqing_to_Region27Shaanxi,1,0,0.001455757,1.78E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region22Chongqing_to_Region23Sichuan_CO2_Pipeline,Region22Chongqing,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region22Chongqing,co2_transported_Region22Chongqing_to_Region23Sichuan,1,0,0.000553683,8.83E-06,0,0.08,25,15,0
OneWayTransmissionLink,Region22Chongqing_to_SichuanBasin_CO2_Pipeline,Region22Chongqing,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region22Chongqing,co2_transported_Region22Chongqing_to_SichuanBasin,1,0,0.000270597,3.42E-06,0,0.08,25,15,0
OneWayTransmissionLink,Erlian_to_BohaiOffshore_CO2_Pipeline,Erlian,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2_storage_Erlian,co2_transported_Erlian_to_BohaiOffshore,1,0,0.001065416,3.20E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region13Fujian_to_EastChinaSea_CO2_Pipeline,Region13Fujian,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region13Fujian,co2_transported_Region13Fujian_to_EastChinaSea,1,0,0.001011227,3.03E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region13Fujian_to_Region19Guangdong_CO2_Pipeline,Region13Fujian,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region13Fujian,co2_transported_Region13Fujian_to_Region19Guangdong,1,0,0.00157486,2.30E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region13Fujian_to_Region14Jiangxi_CO2_Pipeline,Region13Fujian,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region13Fujian,co2_transported_Region13Fujian_to_Region14Jiangxi,1,0,0.001017542,1.47E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region13Fujian_to_PearlRiverMouth_CO2_Pipeline,Region13Fujian,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region13Fujian,co2_transported_Region13Fujian_to_PearlRiverMouth,1,0,0.001209509,3.63E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region28Gansu_to_Region30Ningxia_CO2_Pipeline,Region28Gansu,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region28Gansu,co2_transported_Region28Gansu_to_Region30Ningxia,1,0,0.000423843,1.16E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region28Gansu_to_Region29Qinghai_CO2_Pipeline,Region28Gansu,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region28Gansu,co2_transported_Region28Gansu_to_Region29Qinghai,1,0,0.000269377,6.71E-06,0,0.08,25,15,0
OneWayTransmissionLink,Region28Gansu_to_SichuanBasin_CO2_Pipeline,Region28Gansu,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region28Gansu,co2_transported_Region28Gansu_to_SichuanBasin,1,0,0.001222214,2.14E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region19Guangdong_to_Region20Guangxi_CO2_Pipeline,Region19Guangdong,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region19Guangdong,co2_transported_Region19Guangdong_to_Region20Guangxi,1,0,0.001070954,1.70E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region19Guangdong_to_Region21Hainan_CO2_Pipeline,Region19Guangdong,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region19Guangdong,co2_transported_Region19Guangdong_to_Region21Hainan,1,0,0.001243413,1.74E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region19Guangdong_to_PearlRiverMouth_CO2_Pipeline,Region19Guangdong,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region19Guangdong,co2_transported_Region19Guangdong_to_PearlRiverMouth,1,0,0.000485531,1.46E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region20Guangxi_to_BeibuGulf_CO2_Pipeline,Region20Guangxi,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region20Guangxi,co2_transported_Region20Guangxi_to_BeibuGulf,1,0,0.000445506,1.34E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region20Guangxi_to_Region24Guizhou_CO2_Pipeline,Region20Guangxi,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region20Guangxi,co2_transported_Region20Guangxi_to_Region24Guizhou,1,0,0.000833543,1.40E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region20Guangxi_to_Region21Hainan_CO2_Pipeline,Region20Guangxi,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region20Guangxi,co2_transported_Region20Guangxi_to_Region21Hainan,1,0,0.000801061,1.27E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region20Guangxi_to_Region25Yunnan_CO2_Pipeline,Region20Guangxi,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region20Guangxi,co2_transported_Region20Guangxi_to_Region25Yunnan,1,0,0.001120639,2.10E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region24Guizhou_to_Region25Yunnan_CO2_Pipeline,Region24Guizhou,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region24Guizhou,co2_transported_Region24Guizhou_to_Region25Yunnan,1,0,0.000842813,1.50E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region21Hainan_to_BeibuGulf_CO2_Pipeline,Region21Hainan,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region21Hainan,co2_transported_Region21Hainan_to_BeibuGulf,1,0,0.00020128,6.04E-06,0,0.08,25,15,0
OneWayTransmissionLink,Region21Hainan_to_PearlRiverMouth_CO2_Pipeline,Region21Hainan,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region21Hainan,co2_transported_Region21Hainan_to_PearlRiverMouth,1,0,0.000697586,2.09E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region21Hainan_to_Qiongdongnan_CO2_Pipeline,Region21Hainan,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region21Hainan,co2_transported_Region21Hainan_to_Qiongdongnan,1,0,0.000915166,9.43E-06,0,0.08,25,15,0
OneWayTransmissionLink,Region3Hebei_to_BohaiOnshore_CO2_Pipeline,Region3Hebei,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region3Hebei,co2_transported_Region3Hebei_to_BohaiOnshore,1,0,0.000637824,9.83E-06,0,0.08,25,15,0
OneWayTransmissionLink,Region3Hebei_to_Region16Henan_CO2_Pipeline,Region3Hebei,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region3Hebei,co2_transported_Region3Hebei_to_Region16Henan,1,0,0.000859059,1.14E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region3Hebei_to_Region5Innermongolia_CO2_Pipeline,Region3Hebei,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region3Hebei,co2_transported_Region3Hebei_to_Region5Innermongolia,1,0,0.000681238,1.40E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region3Hebei_to_Qinshui_CO2_Pipeline,Region3Hebei,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region3Hebei,co2_transported_Region3Hebei_to_Qinshui,1,0,0.000454618,8.14E-06,0,0.08,25,15,0
OneWayTransmissionLink,Region3Hebei_to_Region15Shandong_CO2_Pipeline,Region3Hebei,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region3Hebei,co2_transported_Region3Hebei_to_Region15Shandong,1,0,0.000719557,1.06E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region3Hebei_to_Region4Shanxi_CO2_Pipeline,Region3Hebei,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region3Hebei,co2_transported_Region3Hebei_to_Region4Shanxi,1,0,0.00042773,7.08E-06,0,0.08,25,15,0
OneWayTransmissionLink,Region8Heilongjiang_to_Hailar_CO2_Pipeline,Region8Heilongjiang,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region8Heilongjiang,co2_transported_Region8Heilongjiang_to_Hailar,1,0,0.001225817,3.13E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region8Heilongjiang_to_Sanjiang_CO2_Pipeline,Region8Heilongjiang,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region8Heilongjiang,co2_transported_Region8Heilongjiang_to_Sanjiang,1,0,0.000828934,1.71E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region8Heilongjiang_to_Songliao_CO2_Pipeline,Region8Heilongjiang,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region8Heilongjiang,co2_transported_Region8Heilongjiang_to_Songliao,1,0,0.000371267,7.42E-06,0,0.08,25,15,0
OneWayTransmissionLink,Region16Henan_to_Hehuai_CO2_Pipeline,Region16Henan,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region16Henan,co2_transported_Region16Henan_to_Hehuai,1,0,0.000437935,5.66E-06,0,0.08,25,15,0
OneWayTransmissionLink,Region16Henan_to_Nanxiang_CO2_Pipeline,Region16Henan,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region16Henan,co2_transported_Region16Henan_to_Nanxiang,1,0,0.000566283,8.68E-06,0,0.08,25,15,0
OneWayTransmissionLink,Region16Henan_to_Qinshui_CO2_Pipeline,Region16Henan,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region16Henan,co2_transported_Region16Henan_to_Qinshui,1,0,0.000541063,7.63E-06,0,0.08,25,15,0
OneWayTransmissionLink,Region17Hubei_to_Hehuai_CO2_Pipeline,Region17Hubei,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region17Hubei,co2_transported_Region17Hubei_to_Hehuai,1,0,0.000765088,1.19E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region17Hubei_to_Region18Hunan_CO2_Pipeline,Region17Hubei,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region17Hubei,co2_transported_Region17Hubei_to_Region18Hunan,1,0,0.000622959,9.05E-06,0,0.08,25,15,0
OneWayTransmissionLink,Region17Hubei_to_Jianghan_CO2_Pipeline,Region17Hubei,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region17Hubei,co2_transported_Region17Hubei_to_Jianghan,1,0,0.000311729,4.93E-06,0,0.08,25,15,0
OneWayTransmissionLink,Region17Hubei_to_Nanxiang_CO2_Pipeline,Region17Hubei,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region17Hubei,co2_transported_Region17Hubei_to_Nanxiang,1,0,0.000549392,9.41E-06,0,0.08,25,15,0
OneWayTransmissionLink,Region18Hunan_to_Region22Chongqing_CO2_Pipeline,Region18Hunan,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region18Hunan,co2_transported_Region18Hunan_to_Region22Chongqing,1,0,0.001396999,2.24E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region18Hunan_to_Region19Guangdong_CO2_Pipeline,Region18Hunan,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region18Hunan,co2_transported_Region18Hunan_to_Region19Guangdong,1,0,0.001166755,1.79E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region18Hunan_to_Region20Guangxi_CO2_Pipeline,Region18Hunan,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region18Hunan,co2_transported_Region18Hunan_to_Region20Guangxi,1,0,0.00137441,2.40E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region18Hunan_to_Region24Guizhou_CO2_Pipeline,Region18Hunan,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region18Hunan,co2_transported_Region18Hunan_to_Region24Guizhou,1,0,0.001262987,2.14E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region18Hunan_to_Jianghan_CO2_Pipeline,Region18Hunan,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region18Hunan,co2_transported_Region18Hunan_to_Jianghan,1,0,0.000441305,7.58E-06,0,0.08,25,15,0
OneWayTransmissionLink,Region5Innermongolia_to_Erlian_CO2_Pipeline,Region5Innermongolia,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region5Innermongolia,co2_transported_Region5Innermongolia_to_Erlian,1,0,0.000500371,1.57E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region5Innermongolia_to_Region30Ningxia_CO2_Pipeline,Region5Innermongolia,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region5Innermongolia,co2_transported_Region5Innermongolia_to_Region30Ningxia,1,0,0.000688519,2.02E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region5Innermongolia_to_Ordos_CO2_Pipeline,Region5Innermongolia,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region5Innermongolia,co2_transported_Region5Innermongolia_to_Ordos,1,0,0.000520199,1.48E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region5Innermongolia_to_YingenEjina_CO2_Pipeline,Region5Innermongolia,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region5Innermongolia,co2_transported_Region5Innermongolia_to_YingenEjina,1,0,0.000851133,2.80E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region10Jiangsu_to_Region12Anhui_CO2_Pipeline,Region10Jiangsu,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region10Jiangsu,co2_transported_Region10Jiangsu_to_Region12Anhui,1,0,0.000428423,5.23E-06,0,0.08,25,15,0
OneWayTransmissionLink,Region10Jiangsu_to_Region15Shandong_CO2_Pipeline,Region10Jiangsu,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region10Jiangsu,co2_transported_Region10Jiangsu_to_Region15Shandong,1,0,0.00108495,1.65E-05,0,0.08,25,15,0
OneWayTransmissionLink,Region10Jiangsu_to_Subei_CO2_Pipeline,Region10Jiangsu,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region10Jiangsu,co2_transported_Region10Jiangsu_to_Subei,1,0,0.000455728,6.63E-06,0,0.08,25,15,0
OneWayTransmissionLink,Region10Jiangsu_to_Region11Zhejiang_CO2_Pipeline,Region10Jiangsu,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region10Jiangsu,co2_transported_Region10Jiangsu_to_Region11Zhejiang,1,0,0.000569492,8.11E-06,0,0.08,25,15,0
OneWayTransmissionLink,Region14Jiangxi_to_Region19Guangdong_CO2_Pipeline,Region14Jiangxi,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region14Jiangxi,co2_transported_Region14Jiangxi_to_Region19Guangdong,1,0,0.001379302,2.10E-05,0,0.08,25,15,0
