Type,id,location,integer_decisions,charge_integer_decisions,discharge_integer_decisions,storage--commodity,storage--can_expand,storage--can_retire,storage--long_duration,storage--charge_discharge_ratio,storage--existing_capacity,storage--min_capacity,storage--max_new_capacity,storage--min_retired_capacity,storage--capacity_size,storage--investment_cost,storage--fixed_om_cost,storage--variable_om_cost,storage--wacc,storage--lifetime,storage--capital_recovery_period,storage--loss_fraction,storage--min_duration,storage--max_duration,storage--min_storage_level,storage--max_storage_level,storage--constraints--BalanceConstraint,storage--constraints--StorageCapacityConstraint,storage--constraints--StorageMinDurationConstraint,storage--constraints--StorageMaxDurationConstraint,storage--constraints--StorageSymmetricCapacityConstraint,storage--constraints--MinStorageLevelConstraint,storage--constraints--MaxStorageLevelConstraint,edges--charge_edge--commodity,edges--charge_edge--start_vertex,edges--charge_edge--unidirectional,edges--charge_edge--has_capacity,edges--charge_edge--can_expand,edges--charge_edge--can_retire,edges--charge_edge--existing_capacity,edges--charge_edge--min_capacity,edges--charge_edge--max_new_capacity,edges--charge_edge--min_retired_capacity,edges--charge_edge--capacity_size,edges--charge_edge--investment_cost,edges--charge_edge--fixed_om_cost,edges--charge_edge--variable_om_cost,edges--charge_edge--wacc,edges--charge_edge--lifetime,edges--charge_edge--capital_recovery_period,edges--charge_edge--efficiency,edges--charge_edge--loss_fraction,edges--charge_edge--min_flow_fraction,edges--charge_edge--constraints--CapacityConstraint,edges--charge_edge--constraints--MinCapacityConstraint,edges--charge_edge--constraints--MaxNewCapacityConstraint,edges--charge_edge--constraints--MinFlowConstraint,edges--charge_edge--constraints--StorageChargeLimitConstraint,edges--discharge_edge--commodity,edges--discharge_edge--end_vertex,edges--discharge_edge--unidirectional,edges--discharge_edge--has_capacity,edges--discharge_edge--can_expand,edges--discharge_edge--can_retire,edges--discharge_edge--existing_capacity,edges--discharge_edge--min_capacity,edges--discharge_edge--max_new_capacity,edges--discharge_edge--min_retired_capacity,edges--discharge_edge--capacity_size,edges--discharge_edge--investment_cost,edges--discharge_edge--fixed_om_cost,edges--discharge_edge--variable_om_cost,edges--discharge_edge--wacc,edges--discharge_edge--lifetime,edges--discharge_edge--capital_recovery_period,edges--discharge_edge--efficiency,edges--discharge_edge--loss_fraction,edges--discharge_edge--min_flow_fraction,edges--discharge_edge--constraints--CapacityConstraint,edges--discharge_edge--constraints--MinCapacityConstraint,edges--discharge_edge--constraints--MaxNewCapacityConstraint,edges--discharge_edge--constraints--MinFlowConstraint,edges--discharge_edge--constraints--StorageDischargeLimitConstraint,storage--constraints--StorageChargeDischargeRatioConstraint
Battery,Region1Beijing_battery,Region1Beijing,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,536.88,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region1Beijing,TRUE,TRUE,TRUE,TRUE,89.48,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region1Beijing,TRUE,TRUE,TRUE,TRUE,89.48,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region2Tianjin_battery,Region2Tianjin,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,131.16,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region2Tianjin,TRUE,TRUE,TRUE,TRUE,21.86,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region2Tianjin,TRUE,TRUE,TRUE,TRUE,21.86,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region3Hebei_battery,Region3Hebei,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,28596,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region3Hebei,TRUE,TRUE,TRUE,TRUE,4766,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region3Hebei,TRUE,TRUE,TRUE,TRUE,4766,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region4Shanxi_battery,Region4Shanxi,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,11580,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region4Shanxi,TRUE,TRUE,TRUE,TRUE,1930,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region4Shanxi,TRUE,TRUE,TRUE,TRUE,1930,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region5Innermongolia_battery,Region5Innermongolia,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,57210,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region5Innermongolia,TRUE,TRUE,TRUE,TRUE,9535,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region5Innermongolia,TRUE,TRUE,TRUE,TRUE,9535,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region6Liaoning_battery,Region6Liaoning,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,600,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region6Liaoning,TRUE,TRUE,TRUE,TRUE,100,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region6Liaoning,TRUE,TRUE,TRUE,TRUE,100,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region7Jilin_battery,Region7Jilin,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,1200,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region7Jilin,TRUE,TRUE,TRUE,TRUE,200,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region7Jilin,TRUE,TRUE,TRUE,TRUE,200,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region8Heilongjiang_battery,Region8Heilongjiang,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,600,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region8Heilongjiang,TRUE,TRUE,TRUE,TRUE,100,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region8Heilongjiang,TRUE,TRUE,TRUE,TRUE,100,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region9Shanghai_battery,Region9Shanghai,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,18000,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region9Shanghai,TRUE,TRUE,TRUE,TRUE,3000,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region9Shanghai,TRUE,TRUE,TRUE,TRUE,3000,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region10Jiangsu_battery,Region10Jiangsu,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,37176,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region10Jiangsu,TRUE,TRUE,TRUE,TRUE,6196,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region10Jiangsu,TRUE,TRUE,TRUE,TRUE,6196,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region11Zhejiang_battery,Region11Zhejiang,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,14160,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region11Zhejiang,TRUE,TRUE,TRUE,TRUE,2360,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region11Zhejiang,TRUE,TRUE,TRUE,TRUE,2360,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region12Anhui_battery,Region12Anhui,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,16734,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region12Anhui,TRUE,TRUE,TRUE,TRUE,2789,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region12Anhui,TRUE,TRUE,TRUE,TRUE,2789,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region13Fujian_battery,Region13Fujian,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,3600,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region13Fujian,TRUE,TRUE,TRUE,TRUE,600,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region13Fujian,TRUE,TRUE,TRUE,TRUE,600,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region14Jiangxi_battery,Region14Jiangxi,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,0,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region14Jiangxi,TRUE,TRUE,TRUE,TRUE,0,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region14Jiangxi,TRUE,TRUE,TRUE,TRUE,0,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region15Shandong_battery,Region15Shandong,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,47604,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region15Shandong,TRUE,TRUE,TRUE,TRUE,7934,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region15Shandong,TRUE,TRUE,TRUE,TRUE,7934,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region16Henan_battery,Region16Henan,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,0,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region16Henan,TRUE,TRUE,TRUE,TRUE,0,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region16Henan,TRUE,TRUE,TRUE,TRUE,0,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region17Hubei_battery,Region17Hubei,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,0,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region17Hubei,TRUE,TRUE,TRUE,TRUE,0,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region17Hubei,TRUE,TRUE,TRUE,TRUE,0,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region18Hunan_battery,Region18Hunan,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,18522,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region18Hunan,TRUE,TRUE,TRUE,TRUE,3087,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region18Hunan,TRUE,TRUE,TRUE,TRUE,3087,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region19Guangdong_battery,Region19Guangdong,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,20861.4,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region19Guangdong,TRUE,TRUE,TRUE,TRUE,3476.9,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region19Guangdong,TRUE,TRUE,TRUE,TRUE,3476.9,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region20Guangxi_battery,Region20Guangxi,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,16650,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region20Guangxi,TRUE,TRUE,TRUE,TRUE,2775,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region20Guangxi,TRUE,TRUE,TRUE,TRUE,2775,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region21Hainan_battery,Region21Hainan,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,0,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region21Hainan,TRUE,TRUE,TRUE,TRUE,0,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region21Hainan,TRUE,TRUE,TRUE,TRUE,0,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region22Chongqing_battery,Region22Chongqing,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,0,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region22Chongqing,TRUE,TRUE,TRUE,TRUE,0,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region22Chongqing,TRUE,TRUE,TRUE,TRUE,0,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region23Sichuan_battery,Region23Sichuan,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,12000,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region23Sichuan,TRUE,TRUE,TRUE,TRUE,2000,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region23Sichuan,TRUE,TRUE,TRUE,TRUE,2000,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region24Guizhou_battery,Region24Guizhou,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,0,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region24Guizhou,TRUE,TRUE,TRUE,TRUE,0,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region24Guizhou,TRUE,TRUE,TRUE,TRUE,0,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region25Yunnan_battery,Region25Yunnan,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,0,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region25Yunnan,TRUE,TRUE,TRUE,TRUE,0,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region25Yunnan,TRUE,TRUE,TRUE,TRUE,0,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region26Tibet_battery,Region26Tibet,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,3648,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region26Tibet,TRUE,TRUE,TRUE,TRUE,608,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region26Tibet,TRUE,TRUE,TRUE,TRUE,608,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region27Shaanxi_battery,Region27Shaanxi,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,12000,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region27Shaanxi,TRUE,TRUE,TRUE,TRUE,2000,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region27Shaanxi,TRUE,TRUE,TRUE,TRUE,2000,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region28Gansu_battery,Region28Gansu,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,22866,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region28Gansu,TRUE,TRUE,TRUE,TRUE,3811,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region28Gansu,TRUE,TRUE,TRUE,TRUE,3811,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region29Qinghai_battery,Region29Qinghai,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,12000,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region29Qinghai,TRUE,TRUE,TRUE,TRUE,2000,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region29Qinghai,TRUE,TRUE,TRUE,TRUE,2000,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region30Ningxia_battery,Region30Ningxia,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,30852,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region30Ningxia,TRUE,TRUE,TRUE,TRUE,5142,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region30Ningxia,TRUE,TRUE,TRUE,TRUE,5142,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Battery,Region31Xinjiang_battery,Region31Xinjiang,FALSE,FALSE,FALSE,Electricity,TRUE,TRUE,FALSE,1,52956,0,,0,240,51618.575995960004,2064.74009196,0,0.08,15,15,0,2,6,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Electricity,elec_Region31Xinjiang,TRUE,TRUE,TRUE,TRUE,8826,0,,0,60,0,0,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,Electricity,elec_Region31Xinjiang,TRUE,TRUE,TRUE,TRUE,8826,0,,0,60,38511.783538719996,1540.46913064,0,0.08,15,15,0.95,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
